,code,abbreviation,name,type,name_en
2356,003045,DFHZLJXHHC,东方红战略精选混合C,混合型,DONGFANGHONGZHANLUEJINGXUANHUNHEC
2357,003050,NYHLJFYNDKZ,农银汇理金丰一年定开债,定开债券,NONGYINHUILIJINFENGYINIANDINGKAIZHAI
2358,003051,NYHLJLYNDKZ,农银汇理金利一年定开债,定开债券,NONGYINHUILIJINLIYINIANDINGKAIZHAI
2359,003053,JSWTYLGPA,嘉实文体娱乐股票A,股票型,JIASHIWENTIYULEGUPIAOA
2360,003054,JSWTYLGPC,嘉实文体娱乐股票C,股票型,JIASHIWENTIYULEGUPIAOC
2361,003056,JSWZCZZQ,嘉实稳泽纯债债券,债券型,JIASHIWENZECHUNZHAIZHAIQUAN
2362,003059,CXXLBNDKHHA,长信先利半年定开混合A,混合型,CHANGXINXIANLIBANNIANDINGKAIHUNHEA
2363,003062,YHTLHHA,银华通利混合A,混合型,YINHUATONGLIHUNHEA
2364,003063,YHTLHHC,银华通利混合C,混合型,YINHUATONGLIHUNHEC
2365,003064,NFRHHH,南方荣欢混合,混合型,NANFANGRONGHUANHUNHE
2366,003065,GDBDXZF18GYDKZA,光大保德信尊富18个月定开债A,定开债券,GUANGDABAODEXINZUNFU18GEYUEDINGKAIZHAIA
2367,003066,GDBDXZF18GYDKZC,光大保德信尊富18个月定开债C,定开债券,GUANGDABAODEXINZUNFU18GEYUEDINGKAIZHAIC
2368,003069,GDBDXCYBLHYXA,光大保德信创业板量化优选A,股票型,GUANGDABAODEXINCHUANGYEBANLIANGHUAYOUXUANA
2369,003070,GDBDXCYBLHYXC,光大保德信创业板量化优选C,股票型,GUANGDABAODEXINCHUANGYEBANLIANGHUAYOUXUANC
2370,003071,ZRRXCZA,中融睿祥纯债A,债券型,ZHONGRONGRUIXIANGCHUNZHAIA
2371,003072,ZRRXCZC,中融睿祥纯债C,债券型,ZHONGRONGRUIXIANGCHUNZHAIC
2372,003073,TDHLHLZQA,泰达宏利汇利债券A,债券型,TAIDAHONGLIHUILIZHAIQUANA
2373,003074,TDHLHLZQC,泰达宏利汇利债券C,债券型,TAIDAHONGLIHUILIZHAIQUANC
2374,003075,ZRHBE,中融货币E,货币型,ZHONGRONGHUOBIE
2375,003078,TKAHCZZQA,泰康安惠纯债债券A,债券型,TAIKANGANHUICHUNZHAIZHAIQUANA
2376,003081,ZR13NZGDJXYZA,中融1-3年中高等级信用债A,债券指数,ZHONGRONG13NIANZHONGGAODENGJIXINYONGZHAIA
2377,003082,ZR13NZGDJXYZC,中融1-3年中高等级信用债C,债券指数,ZHONGRONG13NIANZHONGGAODENGJIXINYONGZHAIC
2378,003083,ZR13NGDJXYZA,中融1-3年高等级信用债A,债券指数,ZHONGRONG13NIANGAODENGJIXINYONGZHAIA
2379,003084,ZR13NGDJXYZC,中融1-3年高等级信用债C,债券指数,ZHONGRONG13NIANGAODENGJIXINYONGZHAIC
2380,003092,HSFLZQDKZA,华商丰利增强定开债A,定开债券,HUASHANGFENGLIZENGQIANGDINGKAIZHAIA
2381,003093,HSFLZQDKZC,华商丰利增强定开债C,定开债券,HUASHANGFENGLIZENGQIANGDINGKAIZHAIC
2382,003095,ZOYLJKHHA,中欧医疗健康混合A,混合型,ZHONGOUYILIAOJIANKANGHUNHEA
2383,003096,ZOYLJKHHC,中欧医疗健康混合C,混合型,ZHONGOUYILIAOJIANKANGHUNHEC
2384,003099,CSSJCZA,长盛盛景纯债A,债券型,CHANGSHENGSHENGJINGCHUNZHAIA
2385,003100,CSSJCZC,长盛盛景纯债C,债券型,CHANGSHENGSHENGJINGCHUNZHAIC
2386,003102,CSSYCZA,长盛盛裕纯债A,债券型,CHANGSHENGSHENGYUCHUNZHAIA
2387,003103,CSSYCZC,长盛盛裕纯债C,债券型,CHANGSHENGSHENGYUCHUNZHAIC
2388,003105,GDYXHHA,光大永鑫混合A,混合型,GUANGDAYONGXINHUNHEA
2389,003106,GDYXHHC,光大永鑫混合C,混合型,GUANGDAYONGXINHUNHEC
2390,003107,GDBDXAQZQA,光大保德信安祺债券A,债券型,GUANGDABAODEXINANQIZHAIQUANA
2391,003108,GDBDXAQZQC,光大保德信安祺债券C,债券型,GUANGDABAODEXINANQIZHAIQUANC
2392,003109,GDAHZQA,光大安和债券A,债券型,GUANGDAANHEZHAIQUANA
2393,003110,GDAHZQC,光大安和债券C,债券型,GUANGDAANHEZHAIQUANC
2394,003115,GDBDXCXHHA,光大保德信诚鑫混合A,混合型,GUANGDABAODEXINCHENGXINHUNHEA
2395,003116,GDBDXCXHHC,光大保德信诚鑫混合C,混合型,GUANGDABAODEXINCHENGXINHUNHEC
2396,003117,GDJXHHA,光大吉鑫混合A,混合型,GUANGDAJIXINHUNHEA
2397,003118,GDJXHHC,光大吉鑫混合C,混合型,GUANGDAJIXINHUNHEC
2398,003119,BSXYHHA,博时鑫源混合A,混合型,BOSHIXINYUANHUNHEA
2399,003120,BSXYHHC,博时鑫源混合C,混合型,BOSHIXINYUANHUNHEC
2400,003121,ZXBCWLZQA,中信保诚稳利债券A,债券型,ZHONGXINBAOCHENGWENLIZHAIQUANA
2401,003123,TZXLCZZQA,天治鑫利纯债债券A,债券型,TIANZHIXINLICHUNZHAIZHAIQUANA
2402,003124,TZXLCZZQC,天治鑫利纯债债券C,债券型,TIANZHIXINLICHUNZHAIZHAIQUANC
2403,003125,ZKWTWXCZJXHHA,中科沃土沃鑫成长精选混合A,混合型,ZHONGKEWOTUWOXINCHENGZHANGJINGXUANHUNHEA
2404,003126,CXYJHHA,长信易进混合A,混合型,CHANGXINYIJINHUNHEA
2405,003127,CXYJHHC,长信易进混合C,混合型,CHANGXINYIJINHUNHEC
2406,003130,ZXBCWLZQC,中信保诚稳利债券C,债券型,ZHONGXINBAOCHENGWENLIZHAIQUANC
2407,003131,GSABQGZZHH,国寿安保强国智造混合,混合型,GUOSHOUANBAOQIANGGUOZHIZAOHUNHE
2408,003132,DBXHBLHPZHH,德邦新回报灵活配置混合,混合型,DEBANGXINHUIBAOLINGHUOPEIZHIHUNHE
2409,003133,YFDYXZQA,易方达裕鑫债券A,债券型,YIFANGDAYUXINZHAIQUANA
2410,003134,YFDYXZQC,易方达裕鑫债券C,债券型,YIFANGDAYUXINZHAIQUANC
2411,003135,JYSAFYZQ,金元顺安沣楹债券,债券型,JINYUANSHUNANFENGYINGZHAIQUAN
2412,003142,PHHDHHA,鹏华弘达混合A,混合型,PENGHUAHONGDAHUNHEA
2413,003143,PHHDHHC,鹏华弘达混合C,混合型,PENGHUAHONGDAHUNHEC
2414,003144,HBXJYHHLOFC,华宝新机遇混合(LOF)C,混合型,HUABAOXINJIYUHUNHELOFC
2415,003145,ZRJZYS,中融竞争优势,股票型,ZHONGRONGJINGZHENGYOUSHI
2416,003146,RTTYZQ,融通通优债券,债券型,RONGTONGTONGYOUZHAIQUAN
2417,003147,DCDTLHHH,大成动态量化混合,混合型,DACHENGDONGTAILIANGHUAHUNHE
2418,003150,ZORCDQKFHHA,中欧睿诚定期开放混合A,混合型,ZHONGOURUICHENGDINGQIKAIFANGHUNHEA
2419,003151,ZORCDQKFHHC,中欧睿诚定期开放混合C,混合型,ZHONGOURUICHENGDINGQIKAIFANGHUNHEC
2420,003152,HFTXLHPZHHA,华富天鑫灵活配置混合A,混合型,HUAFUTIANXINLINGHUOPEIZHIHUNHEA
2421,003153,HFTXLHPZHHC,华富天鑫灵活配置混合C,混合型,HUAFUTIANXINLINGHUOPEIZHIHUNHEC
2422,003154,HBXHLHH,华宝新活力混合,混合型,HUABAOXINHUOLIHUNHE
2423,003155,ZJFSCZZQ,中加丰尚纯债债券,债券型,ZHONGJIAFENGSHANGCHUNZHAIZHAIQUAN
2424,003156,ZSZYCZA,招商招悦纯债A,债券型,ZHAOSHANGZHAOYUECHUNZHAIA
2425,003157,ZSZYCZC,招商招悦纯债C,债券型,ZHAOSHANGZHAOYUECHUNZHAIC
2426,003159,WJHR18GYDKZA,万家恒瑞18个月定开债A,定开债券,WANJIAHENGRUI18GEYUEDINGKAIZHAIA
2427,003160,WJHR18GYDKZC,万家恒瑞18个月定开债C,定开债券,WANJIAHENGRUI18GEYUEDINGKAIZHAIC
2428,003161,NFATHH,南方安泰混合,混合型,NANFANGANTAIHUNHE
2429,003162,BSFNCZZQ,博时富宁纯债债券,债券型,BOSHIFUNINGCHUNZHAIZHAIQUAN
2430,003163,JYTY3GYDKZ,金鹰添益3个月定开债,定开债券,JINYINGTIANYI3GEYUEDINGKAIZHAI
2431,003164,JXXJTLHBB,建信现金添利货币B,货币型,JIANXINXIANJINTIANLIHUOBIB
2432,003165,PHHJHHAL,鹏华弘嘉混合A类,混合型,PENGHUAHONGJIAHUNHEALEI
2433,003166,PHHJHHCL,鹏华弘嘉混合C类,混合型,PENGHUAHONGJIAHUNHECLEI
2434,003167,QHKYDRZQA,前海开源鼎瑞债券A,债券型,QIANHAIKAIYUANDINGRUIZHAIQUANA
2435,003168,QHKYDRZQC,前海开源鼎瑞债券C,债券型,QIANHAIKAIYUANDINGRUIZHAIQUANC
2436,003169,CSSHHHA,长盛盛辉混合A,混合型,CHANGSHENGSHENGHUIHUNHEA
2437,003170,CSSHHHC,长盛盛辉混合C,混合型,CHANGSHENGSHENGHUIHUNHEC
2438,003171,XDAYHLCHB,信达澳银慧理财货币,货币型,XINDAAOYINHUILICAIHUOBI
2439,003173,MSJYXACZC,民生加银鑫安纯债C,债券型,MINSHENGJIAYINXINANCHUNZHAIC
2440,003174,QHLHTHCZA,前海联合添惠纯债A,债券型,QIANHAILIANHETIANHUICHUNZHAIA
2441,003175,HTBRDCLHH,华泰柏瑞多策略混合,混合型,HUATAIBAIRUIDUOCELUEHUNHE
2442,003176,DBJYZQA,德邦景颐债券A,债券型,DEBANGJINGYIZHAIQUANA
2443,003177,DBJYZQC,德邦景颐债券C,债券型,DEBANGJINGYIZHAIQUANC
2444,003179,SXYLDKZ,山西裕利定开债,定开债券,SHANXIYULIDINGKAIZHAI
2445,003180,QHLHTLZQA,前海联合添利债券A,债券型,QIANHAILIANHETIANLIZHAIQUANA
2446,003181,QHLHTLZQC,前海联合添利债券C,债券型,QIANHAILIANHETIANLIZHAIQUANC
2447,003182,HFHXHHA,华富弘鑫混合A,混合型,HUAFUHONGXINHUNHEA
2448,003183,HFHXHHC,华富弘鑫混合C,混合型,HUAFUHONGXINHUNHEC
2449,003184,ZZCTKCXFZ100ZSC,中证财通可持续发展100指数C,股票指数,ZHONGZHENGCAITONGKECHIXUFAZHAN100ZHISHUC
2450,003185,JXHBB,建信货币B,货币型,JIANXINHUOBIB
2451,003186,PHXADQKFHH,鹏华兴安定期开放混合,混合型,PENGHUAXINGANDINGQIKAIFANGHUNHE
2452,003187,JSAYHH,嘉实安益混合,混合型,JIASHIANYIHUNHE
2453,003188,BSJYCZZQ,博时聚源纯债债券,债券型,BOSHIJUYUANCHUNZHAIZHAIQUAN
2454,003189,HTFBXHH,汇添富保鑫混合,混合型,HUITIANFUBAOXINHUNHE
2455,003190,CJHXXFZTGPA,创金合信消费主题股票A,股票型,CHUANGJINHEXINXIAOFEIZHUTIGUPIAOA
2456,003191,CJHXXFZTGPC,创金合信消费主题股票C,股票型,CHUANGJINHEXINXIAOFEIZHUTIGUPIAOC
2457,003192,CJHXZFCZ,创金合信尊丰纯债,债券型,CHUANGJINHEXINZUNFENGCHUNZHAI
2458,003193,CJHXZZCZ,创金合信尊智纯债,债券型,CHUANGJINHEXINZUNZHICHUNZHAI
2459,003194,HTFZZSHGQETFLJ,汇添富中证上海国企ETF联接,联接基金,HUITIANFUZHONGZHENGSHANGHAIGUOQIETFLIANJIE
2460,003195,GDBDXYLCZA,光大保德信永利纯债A,债券型,GUANGDABAODEXINYONGLICHUNZHAIA
2461,003196,GDBDXYLCZC,光大保德信永利纯债C,债券型,GUANGDABAODEXINYONGLICHUNZHAIC
2462,003197,GDBDXACZQA,光大保德信安诚债券A,债券型,GUANGDABAODEXINANCHENGZHAIQUANA
2463,003198,GDBDXACZQC,光大保德信安诚债券C,债券型,GUANGDABAODEXINANCHENGZHAIQUANC
2464,003199,CSSQYNZQA,长盛盛琪一年债券A,定开债券,CHANGSHENGSHENGQIYINIANZHAIQUANA
2465,003200,CSSQYNZQC,长盛盛琪一年债券C,定开债券,CHANGSHENGSHENGQIYINIANZHAIQUANC
2466,003204,CTSYZQZQC,财通收益增强债券C,债券型,CAITONGSHOUYIZENGQIANGZHAIQUANC
2467,003205,CTDCLWJZZZQC,财通多策略稳健增长债券C,债券型,CAITONGDUOCELUEWENJIANZENGZHANGZHAIQUANC
2468,003206,BSHXHB,博时合鑫货币,货币型,BOSHIHEXINHUOBI
2469,003207,BSFFCZ,博时富发纯债,债券型,BOSHIFUFACHUNZHAI
2470,003208,DXLHDCLHH,东兴量化多策略混合,混合型,DONGXINGLIANGHUADUOCELUEHUNHE
2471,003209,PHFDZQ,鹏华丰达债券,债券型,PENGHUAFENGDAZHAIQUAN
2472,003210,BSZZCZZQ,博时智臻纯债债券,债券型,BOSHIZHIZHENCHUNZHAIZHAIQUAN
2473,003213,ZYYXDQKFZQFQS,中银悦享定期开放债券发起式,定开债券,ZHONGYINYUEXIANGDINGQIKAIFANGZHAIQUANFAQISHI
2474,003214,YFDFHCZZQ,易方达富惠纯债债券,债券型,YIFANGDAFUHUICHUNZHAIZHAIQUAN
2475,003218,QHKYXHZQA,前海开源祥和债券A,债券型,QIANHAIKAIYUANXIANGHEZHAIQUANA
2476,003219,QHKYXHZQC,前海开源祥和债券C,债券型,QIANHAIKAIYUANXIANGHEZHAIQUANC
2477,003220,ZSHLCZZQ,浙商惠利纯债债券,债券型,ZHESHANGHUILICHUNZHAIZHAIQUAN
2478,003221,XHFLZQA,新华丰利债券A,债券型,XINHUAFENGLIZHAIQUANA
2479,003222,XHFLZQC,新华丰利债券C,债券型,XINHUAFENGLIZHAIQUANC
2480,003223,GFJFCZ,广发景丰纯债,债券型,GUANGFAJINGFENGCHUNZHAI
2481,003224,PHXRDQKFHHA,鹏华兴润定期开放混合A,混合型,PENGHUAXINGRUNDINGQIKAIFANGHUNHEA
2482,003225,PHXRDQKFHHC,鹏华兴润定期开放混合C,混合型,PENGHUAXINGRUNDINGQIKAIFANGHUNHEC
2483,003226,XCWJZQA,信诚稳健债券A,债券型,XINCHENGWENJIANZHAIQUANA
2484,003227,XCWJZQC,信诚稳健债券C,债券型,XINCHENGWENJIANZHAIQUANC
2485,003228,PYASRRXHBA,浦银安盛日日鑫货币A,货币型,PUYINANSHENGRIRIXINHUOBIA
2486,003229,PYASRRXHBB,浦银安盛日日鑫货币B,货币型,PUYINANSHENGRIRIXINHUOBIB
2487,003230,CJHXYLBJGPA,创金合信医疗保健股票A,股票型,CHUANGJINHEXINYILIAOBAOJIANGUPIAOA
2488,003231,CJHXYLBJGPC,创金合信医疗保健股票C,股票型,CHUANGJINHEXINYILIAOBAOJIANGUPIAOC
2489,003232,CJHXJRDCA,创金合信金融地产A,股票型,CHUANGJINHEXINJINRONGDICHANA
2490,003233,CJHXJRDCC,创金合信金融地产C,股票型,CHUANGJINHEXINJINRONGDICHANC
2491,003234,XCZLHHA,信诚至利混合A,混合型,XINCHENGZHILIHUNHEA
2492,003235,XCZLHHC,信诚至利混合C,混合型,XINCHENGZHILIHUNHEC
2493,003236,XCHYZQA,信诚惠盈债券A,债券型,XINCHENGHUIYINGZHAIQUANA
2494,003237,XCHYZQC,信诚惠盈债券C,债券型,XINCHENGHUIYINGZHAIQUANC
2495,003238,XHWYZZZTLHPZHH,新华外延增长主题灵活配置混合,混合型,XINHUAWAIYANZENGZHANGZHUTILINGHUOPEIZHIHUNHE
2496,003239,BSAQ6GYDKZA,博时安祺6个月定开债A,定开债券,BOSHIANQI6GEYUEDINGKAIZHAIA
2497,003240,BSAQ6GYDKZC,博时安祺6个月定开债C,定开债券,BOSHIANQI6GEYUEDINGKAIZHAIC
2498,003241,CJHXLHFXHHA,创金合信量化发现混合A,混合型,CHUANGJINHEXINLIANGHUAFAXIANHUNHEA
2499,003242,CJHXLHFXHHC,创金合信量化发现混合C,混合型,CHUANGJINHEXINLIANGHUAFAXIANHUNHEC
2500,003243,STMGZGSJRMB,上投摩根中国世纪人民币,QDII,SHANGTOUMOGENZHONGGUOSHIJIRENMINBI
2501,003244,STMGZGSJMYXC,上投摩根中国世纪美元现钞,QDII,SHANGTOUMOGENZHONGGUOSHIJIMEIYUANXIANCHAO
2502,003245,STMGZGSJMYXH,上投摩根中国世纪美元现汇,QDII,SHANGTOUMOGENZHONGGUOSHIJIMEIYUANXIANHUI
2503,003246,HTBRTTBHBA,华泰柏瑞天添宝货币A,货币型,HUATAIBAIRUITIANTIANBAOHUOBIA
2504,003252,DCTYJYXHBA,大成添益交易型货币A,货币型,DACHENGTIANYIJIAOYIXINGHUOBIA
2505,003253,DCTYJYXHBB,大成添益交易型货币B,货币型,DACHENGTIANYIJIAOYIXINGHUOBIB
2506,003254,QHKYDYZQA,前海开源鼎裕债券A,债券型,QIANHAIKAIYUANDINGYUZHAIQUANA
2507,003255,QHKYDYZQC,前海开源鼎裕债券C,债券型,QIANHAIKAIYUANDINGYUZHAIQUANC
2508,003258,BSFXCZZQA,博时富祥纯债债券A,债券型,BOSHIFUXIANGCHUNZHAIZHAIQUANA
2509,003259,BSJLCZZQ,博时聚利纯债债券,债券型,BOSHIJULICHUNZHAIZHAIQUAN
2510,003260,BSLFCZ,博时利发纯债,债券型,BOSHILIFACHUNZHAI
2511,003264,XHHQTLHBB,新华活期添利货币B,货币型,XINHUAHUOQITIANLIHUOBIB
2512,003265,ZSZKCZA,招商招坤纯债A,债券型,ZHAOSHANGZHAOKUNCHUNZHAIA
2513,003266,ZSZKCZC,招商招坤纯债C,债券型,ZHAOSHANGZHAOKUNCHUNZHAIC
2514,003267,XHYNBHBB,新华壹诺宝货币B,货币型,XINHUAYINUOBAOHUOBIB
2515,003268,BSYCCZ,博时悦楚纯债,债券型,BOSHIYUECHUCHUNZHAI
2516,003269,ZSZQ3GYDKZA,招商招乾3个月定开债A,定开债券,ZHAOSHANGZHAOQIAN3GEYUEDINGKAIZHAIA
2517,003270,ZSZQ3GYDKZC,招商招乾3个月定开债C,定开债券,ZHAOSHANGZHAOQIAN3GEYUEDINGKAIZHAIC
2518,003273,AXYFDKZQA,安信永丰定开债券A,定开债券,ANXINYONGFENGDINGKAIZHAIQUANA
2519,003274,AXYFDKZQC,安信永丰定开债券C,定开债券,ANXINYONGFENGDINGKAIZHAIQUANC
2520,003275,GLATLZZZA,国联安添利增长债A,债券型,GUOLIANANTIANLIZENGZHANGZHAIA
2521,003276,GLATLZZZC,国联安添利增长债C,债券型,GUOLIANANTIANLIZENGZHANGZHAIC
2522,003277,XCWRZQA,信诚稳瑞债券A,债券型,XINCHENGWENRUIZHAIQUANA
2523,003278,XCWRZQC,信诚稳瑞债券C,债券型,XINCHENGWENRUIZHAIQUANC
2524,003279,RTHGSZHSHLHPZHH,融通沪港深智慧生活灵活配置混合,混合型,RONGTONGHUGANGSHENZHIHUISHENGHUOLINGHUOPEIZHIHUNHE
2525,003280,PHFHZQ,鹏华丰恒债券,债券型,PENGHUAFENGHENGZHAIQUAN
2526,003281,GFHQBHBB,广发活期宝货币B,货币型,GUANGFAHUOQIBAOHUOBIB
2527,003282,XCZYLHPZHHA,信诚至裕灵活配置混合A,混合型,XINCHENGZHIYULINGHUOPEIZHIHUNHEA
2528,003283,XCZYLHPZHHC,信诚至裕灵活配置混合C,混合型,XINCHENGZHIYULINGHUOPEIZHIHUNHEC
2529,003284,ZYYYJKHH,中邮医药健康混合,混合型,ZHONGYOUYIYAOJIANKANGHUNHE
2530,003285,GSABAKCZZQ,国寿安保安康纯债债券,债券型,GUOSHOUANBAOANKANGCHUNZHAIZHAIQUAN
2531,003286,PAHXCZA,平安惠享纯债A,债券型,PINGANHUIXIANGCHUNZHAIA
2532,003287,ZXBCWYA,中信保诚稳益A,债券型,ZHONGXINBAOCHENGWENYIA
2533,003288,ZXBCWYC,中信保诚稳益C,债券型,ZHONGXINBAOCHENGWENYIC
2534,003289,CJHXZTCZZQ,创金合信尊泰纯债债券,债券型,CHUANGJINHEXINZUNTAICHUNZHAIZHAIQUAN
2535,003290,CCJWZQ,长城久稳债券,债券型,CHANGCHENGJIUWENZHAIQUAN
2536,003291,XDAYJKZGHH,信达澳银健康中国混合,混合型,XINDAAOYINJIANKANGZHONGGUOHUNHE
2537,003292,JSYSCZHH,嘉实优势成长混合,混合型,JIASHIYOUSHICHENGZHANGHUNHE
2538,003293,YFDKRHH,易方达科瑞混合,混合型,YIFANGDAKERUIHUNHE
2539,003295,NFAYHHA,南方安裕混合A,混合型,NANFANGANYUHUNHEA
2540,003297,ZSSZZQZQLOFE,招商双债增强债券(LOF)E,债券型,ZHAOSHANGSHUANGZHAIZENGQIANGZHAIQUANLOFE
2541,003298,JSWLCYGPA,嘉实物流产业股票A,股票型,JIASHIWULIUCHANYEGUPIAOA
2542,003299,JSWLCYGPC,嘉实物流产业股票C,股票型,JIASHIWULIUCHANYEGUPIAOC
2543,003300,HXYHHH,华夏圆和混合,混合型,HUAXIAYUANHEHUNHE
2544,003301,HXDRZQA,华夏鼎融债券A,债券型,HUAXIADINGRONGZHAIQUANA
2545,003302,HXDRZQC,华夏鼎融债券C,债券型,HUAXIADINGRONGZHAIQUANC
2546,003304,QHKYHGSHXZYHHA,前海开源沪港深核心资源混合A,混合型,QIANHAIKAIYUANHUGANGSHENHEXINZIYUANHUNHEA
2547,003305,QHKYHGSHXZYHHC,前海开源沪港深核心资源混合C,混合型,QIANHAIKAIYUANHUGANGSHENHEXINZIYUANHUNHEC
2548,003308,ZXJTRLA,中信建投睿利A,混合型,ZHONGXINJIANTOURUILIA
2549,003309,XYQYYNDKZA,兴业启元一年定开债A,定开债券,XINGYEQIYUANYINIANDINGKAIZHAIA
2550,003310,XYQYYNDKZC,兴业启元一年定开债C,定开债券,XINGYEQIYUANYINIANDINGKAIZHAIC
2551,003312,DMRCZXPTXGP,大摩睿成中小盘弹性股票,股票型,DAMORUICHENGZHONGXIAOPANTANXINGGUPIAO
2552,003313,ZYRXDKZQ,中银睿享定开债券,定开债券,ZHONGYINRUIXIANGDINGKAIZHAIQUAN
2553,003314,ZSHNCZZQ,浙商惠南纯债债券,债券型,ZHESHANGHUINANCHUNZHAIZHAIQUAN
2554,003315,JSCCZCXJRZ,景顺长城政策性金融债,债券型,JINGSHUNCHANGCHENGZHENGCEXINGJINRONGZHAI
2555,003316,ZYZQXJGJHBA,中银证券现金管家货币A,货币型,ZHONGYINZHENGQUANXIANJINGUANJIAHUOBIA
2556,003317,ZYZQXJGJHBB,中银证券现金管家货币B,货币型,ZHONGYINZHENGQUANXIANJINGUANJIAHUOBIB
2557,003318,JSZZ500HYZXDBD,景顺中证500行业中性低波动,股票指数,JINGSHUNZHONGZHENG500HANGYEZHONGXINGDIBODONG
2558,003319,JXRFTLHHA,建信瑞丰添利混合A,混合型,JIANXINRUIFENGTIANLIHUNHEA
2559,003320,JXRFTLHHC,建信瑞丰添利混合C,混合型,JIANXINRUIFENGTIANLIHUNHEC
2560,003321,YFDYYCLRMB,易方达原油C类人民币,QDII,YIFANGDAYUANYOUCLEIRENMINBI
2561,003322,YFDYYALMYH,易方达原油A类美元汇,QDII,YIFANGDAYUANYOUALEIMEIYUANHUI
2562,003323,YFDYYCLMYH,易方达原油C类美元汇,QDII,YIFANGDAYUANYOUCLEIMEIYUANHUI
2563,003324,DFYX18GYDKZA,东方永兴18个月定开债A,定开债券,DONGFANGYONGXING18GEYUEDINGKAIZHAIA
2564,003325,DFYX18GYDKZC,东方永兴18个月定开债C,定开债券,DONGFANGYONGXING18GEYUEDINGKAIZHAIC
2565,003327,WJXJCZA,万家鑫璟纯债A,债券型,WANJIAXINJINGCHUNZHAIA
2566,003328,WJXJCZC,万家鑫璟纯债C,债券型,WANJIAXINJINGCHUNZHAIC
2567,003329,WJXACZZQA,万家鑫安纯债债券A,债券型,WANJIAXINANCHUNZHAIZHAIQUANA
2568,003330,WJXACZZQC,万家鑫安纯债债券C,债券型,WANJIAXINANCHUNZHAIZHAIQUANC
2569,003331,BSLZDKHH,博时乐臻定开混合,混合型,BOSHILEZHENDINGKAIHUNHE
2570,003332,NFRFHH,南方荣发混合,混合型,NANFANGRONGFAHUNHE
2571,003333,TXZXCZHH,泰信智选成长混合,混合型,TAIXINZHIXUANCHENGZHANGHUNHE
2572,003334,ZRRXSYA,中融融信双盈A,债券型,ZHONGRONGRONGXINSHUANGYINGA
2573,003335,ZRRXSYC,中融融信双盈C,债券型,ZHONGRONGRONGXINSHUANGYINGC
2574,003336,CJSYZQZQ,长江收益增强债券,债券型,CHANGJIANGSHOUYIZENGQIANGZHAIQUAN
2575,003337,NFYYDKZQFQSA,南方颐元定开债券发起式A,定开债券,NANFANGYIYUANDINGKAIZHAIQUANFAQISHIA
2576,003338,NFYYDKZQFQSC,南方颐元定开债券发起式C,定开债券,NANFANGYIYUANDINGKAIZHAIQUANFAQISHIC
2577,003341,GYRY18GYDKZ,工银瑞盈18个月定开债,定开债券,GONGYINRUIYING18GEYUEDINGKAIZHAI
2578,003342,GYGZCZZQA,工银国债纯债债券A,债券型,GONGYINGUOZHAICHUNZHAIZHAIQUANA
2579,003343,PHHHLHPZHHA,鹏华弘惠灵活配置混合A,混合型,PENGHUAHONGHUILINGHUOPEIZHIHUNHEA
2580,003344,PHHHLHPZHHC,鹏华弘惠灵活配置混合C,混合型,PENGHUAHONGHUILINGHUOPEIZHIHUNHEC
2581,003345,AXXCZHHA,安信新成长混合A,混合型,ANXINXINCHENGZHANGHUNHEA
2582,003346,AXXCZHHC,安信新成长混合C,混合型,ANXINXINCHENGZHANGHUNHEC
2583,003349,CXWYCZ,长信稳益纯债,债券型,CHANGXINWENYICHUNZHAI
2584,003351,ZSWRDKHHA,招商稳荣定开混合A,混合型,ZHAOSHANGWENRONGDINGKAIHUNHEA
2585,003352,ZSWRDKHHC,招商稳荣定开混合C,混合型,ZHAOSHANGWENRONGDINGKAIHUNHEC
2586,003357,JSWXCZZQC,嘉实稳祥纯债债券C,债券型,JIASHIWENXIANGCHUNZHAIZHAIQUANC
2587,003358,YFDZZ710NGKZA,易方达中债7-10年国开债A,债券指数,YIFANGDAZHONGZHAI710NIANGUOKAIZHAIA
2588,003359,DC360HLWDSJ100C,大成360互联网+大数据100C,股票指数,DACHENG360HULIANWANGDASHUJU100C
2589,003360,QHKYRHZQA,前海开源瑞和债券A,债券型,QIANHAIKAIYUANRUIHEZHAIQUANA
2590,003361,QHKYRHZQC,前海开源瑞和债券C,债券型,QIANHAIKAIYUANRUIHEZHAIQUANC
2591,003363,CJLXHBA,长江乐享货币A,货币型,CHANGJIANGLEXIANGHUOBIA
2592,003364,CJLXHBB,长江乐享货币B,货币型,CHANGJIANGLEXIANGHUOBIB
2593,003365,CJLXHBC,长江乐享货币C,货币型,CHANGJIANGLEXIANGHUOBIC
2594,003366,ZSHJZZZXCZZS,浙商汇金中证转型成长指数,股票指数,ZHESHANGHUIJINZHONGZHENGZHUANXINGCHENGZHANGZHISHU
2595,003367,PHXHDQKFHHA,鹏华兴合定期开放混合A,混合型,PENGHUAXINGHEDINGQIKAIFANGHUNHEA
2596,003368,PHXHDQKFHHC,鹏华兴合定期开放混合C,混合型,PENGHUAXINGHEDINGQIKAIFANGHUNHEC
2597,003371,ZSZXCZA,招商招轩纯债A,债券型,ZHAOSHANGZHAOXUANCHUNZHAIA
2598,003372,ZSZXCZC,招商招轩纯债C,债券型,ZHAOSHANGZHAOXUANCHUNZHAIC
