,code,abbreviation,name,type,name_en
5901,007387,RTTHHHC,融通通慧混合C,混合型,RONGTONGTONGHUIHUNHEC
5902,007388,STMGYJQDA,上投摩根研究驱动A,股票型,SHANGTOUMOGENYANJIUQUDONGA
5903,007389,STMGYJQDC,上投摩根研究驱动C,股票型,SHANGTOUMOGENYANJIUQUDONGC
5904,007390,SYZZ13NNFHZQZS,上银中债1-3年农发行债券指数,债券指数,SHANGYINZHONGZHAI13NIANNONGFAHANGZHAIQUANZHISHU
5905,007391,SWLXATFLZQA,申万菱信安泰丰利债券A,债券型,SHENWANLINGXINANTAIFENGLIZHAIQUANA
5906,007392,SWLXATFLZQC,申万菱信安泰丰利债券C,债券型,SHENWANLINGXINANTAIFENGLIZHAIQUANC
5907,007393,SYWLSHLHPZHH,上银未来生活灵活配置混合,混合型,SHANGYINWEILAISHENGHUOLINGHUOPEIZHIHUNHE
5908,007394,DXXCDZZQA,东兴兴财短债债券A,债券型,DONGXINGXINGCAIDUANZHAIZHAIQUANA
5909,007395,DXXCDZZQC,东兴兴财短债债券C,债券型,DONGXINGXINGCAIDUANZHAIZHAIQUANC
5910,007396,GFJHCZ,广发景辉纯债,债券型,GUANGFAJINGHUICHUNZHAI
5911,007397,HBHGSZGZQLOFC,华宝沪港深中国增强(LOF)C,股票指数,HUABAOHUGANGSHENZHONGGUOZENGQIANGLOFC
5912,007398,XQPWZLZQC,兴全磐稳增利债券C,债券型,XINGQUANPANWENZENGLIZHAIQUANC
5913,007399,KSHPZJYHHA,凯石浩品质经营混合A,混合型,KAISHIHAOPINZHIJINGYINGHUNHEA
5914,007400,KSHPZJYHHC,凯石浩品质经营混合C,混合型,KAISHIHAOPINZHIJINGYINGHUNHEC
5915,007401,PYYHWJYLYNFOFA,浦银颐和稳健养老一年(FOF)A,混合-FOF,PUYINYIHEWENJIANYANGLAOYINIANFOFA
5916,007402,PYYHWJYLYNFOFC,浦银颐和稳健养老一年(FOF)C,混合-FOF,PUYINYIHEWENJIANYANGLAOYINIANFOFC
5917,007403,YHRACZZQ,银河睿安纯债债券,债券型,YINHERUIANCHUNZHAIZHAIQUAN
5918,007404,HBHS300ZSZQC,华宝沪深300指数增强C,股票指数,HUABAOHUSHEN300ZHISHUZENGQIANGC
5919,007405,HBZZ100ZSC,华宝中证100指数C,股票指数,HUABAOZHONGZHENG100ZHISHUC
5920,007406,YHRXZQ,银河睿鑫债券,债券型,YINHERUIXINZHAIQUAN
5921,007407,NYYL2035HHFOF,农银养老2035混合(FOF),混合-FOF,NONGYINYANGLAO2035HUNHEFOF
5922,007408,PYCKZQA,鹏扬淳开债券A,债券型,PENGYANGCHUNKAIZHAIQUANA
5923,007409,PYCKZQC,鹏扬淳开债券C,债券型,PENGYANGCHUNKAIZHAIQUANC
5924,007410,PYASZZGGXETFLJA,浦银安盛中证高股息ETF联接A,联接基金,PUYINANSHENGZHONGZHENGGAOGUXIETFLIANJIEA
5925,007411,PYASZZGGXETFLJC,浦银安盛中证高股息ETF联接C,联接基金,PUYINANSHENGZHONGZHENGGAOGUXIETFLIANJIEC
5926,007412,JSCCJYCZHH,景顺长城绩优成长混合,混合型,JINGSHUNCHANGCHENGJIYOUCHENGZHANGHUNHE
5927,007413,CCZZ500ZSZQC,长城中证500指数增强C,股票指数,CHANGCHENGZHONGZHENG500ZHISHUZENGQIANGC
5928,007414,CJAYZDZLGYDK,长江安盈中短债六个月定开,定开债券,CHANGJIANGANYINGZHONGDUANZHAILIUGEYUEDINGKAI
5929,007415,NFZYHHA,南方致远混合A,混合型,NANFANGZHIYUANHUNHEA
5930,007416,NFZYHHC,南方致远混合C,混合型,NANFANGZHIYUANHUNHEC
5931,007417,TKXYJXZQA,泰康信用精选债券A,债券型,TAIKANGXINYONGJINGXUANZHAIQUANA
5932,007418,TKXYJXZQC,泰康信用精选债券C,债券型,TAIKANGXINYONGJINGXUANZHAIQUANC
5933,007419,GSABTHCZZQ,国寿安保泰弘纯债债券,债券型,GUOSHOUANBAOTAIHONGCHUNZHAIZHAIQUAN
5934,007420,HADX3GYDKZ,华安鼎信3个月定开债,定开债券,HUAANDINGXIN3GEYUEDINGKAIZHAI
5935,007421,ZJHYHHA,中金衡盈混合A,混合型,ZHONGJINHENGYINGHUNHEA
5936,007422,ZJHYHHC,中金衡盈混合C,混合型,ZHONGJINHENGYINGHUNHEC
5937,007423,XBLDJHHHA,西部利得聚禾混合A,混合型,XIBULIDEJUHEHUNHEA
5938,007424,XBLDJHHHC,西部利得聚禾混合C,混合型,XIBULIDEJUHEHUNHEC
5939,007425,ZSHJZGDJSGYA,浙商汇金中高等级三个月A,定开债券,ZHESHANGHUIJINZHONGGAODENGJISANGEYUEA
5940,007426,ZSHJJYZDZA,浙商汇金聚盈中短债A,债券型,ZHESHANGHUIJINJUYINGZHONGDUANZHAIA
5941,007427,YYKLZQ,永赢凯利债券,债券型,YONGYINGKAILIZHAIQUAN
5942,007428,CXFRLNDKZQC,长信富瑞两年定开债券C,定开债券,CHANGXINFURUILIANGNIANDINGKAIZHAIQUANC
5943,007429,PYCY6GYDKZA,鹏扬淳盈6个月定开债A,定开债券,PENGYANGCHUNYING6GEYUEDINGKAIZHAIA
5944,007430,PYCY6GYDKZC,鹏扬淳盈6个月定开债C,定开债券,PENGYANGCHUNYING6GEYUEDINGKAIZHAIC
5945,007431,ZSZJFHLJ,浙商之江凤凰联接,联接基金,ZHESHANGZHIJIANGFENGHUANGLIANJIE
5946,007432,HTBXJY63GYDKZ,华泰保兴久盈63个月定开债,定开债券,HUATAIBAOXINGJIUYING63GEYUEDINGKAIZHAI
5947,007433,XYHFZCXJRZ,兴银合丰政策性金融债,债券型,XINGYINHEFENGZHENGCEXINGJINRONGZHAI
5948,007435,HBBYZQ,华宝宝怡债券,债券型,HUABAOBAOYIZHAIQUAN
5949,007436,YHJYZQ,银河久悦债券,债券型,YINHEJIUYUEZHAIQUAN
5950,007437,ZJXR3GYDKZA,中金新润3个月定开债A,定开债券,ZHONGJINXINRUN3GEYUEDINGKAIZHAIA
5951,007438,ZJXR3GYDKZC,中金新润3个月定开债C,定开债券,ZHONGJINXINRUN3GEYUEDINGKAIZHAIC
5952,007439,DHKJDLA,东海科技动力A,混合型,DONGHAIKEJIDONGLIA
5953,007440,NFXYZQA,南方旭元债券A,债券型,NANFANGXUYUANZHAIQUANA
5954,007441,NFXYZQC,南方旭元债券C,债券型,NANFANGXUYUANZHAIQUANC
5955,007442,ZSHJZGDJSGYC,浙商汇金中高等级三个月C,定开债券,ZHESHANGHUIJINZHONGGAODENGJISANGEYUEC
5956,007443,ZSHJJYZDZC,浙商汇金聚盈中短债C,债券型,ZHESHANGHUIJINJUYINGZHONGDUANZHAIC
5957,007445,GTRYSYZQ,国投瑞银顺悦债券,定开债券,GUOTOURUIYINSHUNYUEZHAIQUAN
5958,007446,ZOZQHBZQLOFC,中欧增强回报债券(LOF)C,债券型,ZHONGOUZENGQIANGHUIBAOZHAIQUANLOFC
5959,007447,PAHTCZ,平安惠泰纯债,债券型,PINGANHUITAICHUNZHAI
5960,007448,CXHS300ZSZQC,长信沪深300指数增强C,股票指数,CHANGXINHUSHEN300ZHISHUZENGQIANGC
5961,007449,XQDWJZHHA,兴全多维价值混合A,混合型,XINGQUANDUOWEIJIAZHIHUNHEA
5962,007450,XQDWJZHHC,兴全多维价值混合C,混合型,XINGQUANDUOWEIJIAZHIHUNHEC
5963,007451,YFDHX3GYDKZ,易方达恒兴3个月定开债,定开债券,YIFANGDAHENGXING3GEYUEDINGKAIZHAI
5964,007452,XY35NXYZA,兴银3-5年信用债A,债券指数,XINGYIN35NIANXINYONGZHAIA
5965,007453,XY35NXYZC,兴银3-5年信用债C,债券指数,XINGYIN35NIANXINYONGZHAIC
5966,007454,MSJYJYZQ,民生加银嘉盈债券,债券型,MINSHENGJIAYINJIAYINGZHAIQUAN
5967,007455,FGLCJXGPQDII,富国蓝筹精选股票(QDII),QDII,FUGUOLANCHOUJINGXUANGUPIAOQDII
5968,007456,HTF90TDZA,汇添富90天短债A,债券型,HUITIANFU90TIANDUANZHAIA
5969,007457,HTF90TDZB,汇添富90天短债B,债券型,HUITIANFU90TIANDUANZHAIB
5970,007458,HTF90TDZC,汇添富90天短债C,债券型,HUITIANFU90TIANDUANZHAIC
5971,007459,ZSHRCZZQ,浙商惠睿纯债债券,债券型,ZHESHANGHUIRUICHUNZHAIZHAIQUAN
5972,007460,HACZCXHH,华安成长创新混合,混合型,HUAANCHENGZHANGCHUANGXINHUNHE
5973,007461,DBRHZQA,德邦锐泓债券A,债券型,DEBANGRUIHONGZHAIQUANA
5974,007462,DBRHZQC,德邦锐泓债券C,债券型,DEBANGRUIHONGZHAIQUANC
5975,007463,DHKJDLC,东海科技动力C,混合型,DONGHAIKEJIDONGLIC
5976,007464,JYCYB50ZSA,交银创业板50指数A,股票指数,JIAOYINCHUANGYEBAN50ZHISHUA
5977,007465,JYCYB50ZSC,交银创业板50指数C,股票指数,JIAOYINCHUANGYEBAN50ZHISHUC
5978,007466,HTBRZZDBDETFLJA,华泰柏瑞中证低波动ETF联接A,联接基金,HUATAIBAIRUIZHONGZHENGDIBODONGETFLIANJIEA
5979,007467,HTBRZZDBDETFLJC,华泰柏瑞中证低波动ETF联接C,联接基金,HUATAIBAIRUIZHONGZHENGDIBODONGETFLIANJIEC
5980,007468,ZXJTJXHHA,中信建投精选混合A,混合型,ZHONGXINJIANTOUJINGXUANHUNHEA
5981,007469,ZXJTJXHHC,中信建投精选混合C,混合型,ZHONGXINJIANTOUJINGXUANHUNHEC
5982,007470,BDSBZHGPA,博道叁佰智航股票A,股票型,BODAOSANBAIZHIHANGGUPIAOA
5983,007471,BDSBZHGPC,博道叁佰智航股票C,股票型,BODAOSANBAIZHIHANGGUPIAOC
5984,007472,HXCLCETFLJA,华夏创蓝筹ETF联接A,联接基金,HUAXIACHUANGLANCHOUETFLIANJIEA
5985,007473,HXCLCETFLJC,华夏创蓝筹ETF联接C,联接基金,HUAXIACHUANGLANCHOUETFLIANJIEC
5986,007474,HXCCZETFLJA,华夏创成长ETF联接A,联接基金,HUAXIACHUANGCHENGZHANGETFLIANJIEA
5987,007475,HXCCZETFLJC,华夏创成长ETF联接C,联接基金,HUAXIACHUANGCHENGZHANGETFLIANJIEC
5988,007476,ZYHXDLZQA,中银惠兴多利债券A,债券型,ZHONGYINHUIXINGDUOLIZHAIQUANA
5989,007477,ZYHXDLZQC,中银惠兴多利债券C,债券型,ZHONGYINHUIXINGDUOLIZHAIQUANC
5990,007478,ZJHTDKZQ,中加恒泰定开债券,定开债券,ZHONGJIAHENGTAIDINGKAIZHAIQUAN
5991,007480,ZJYXCZZQ,中加优享纯债债券,债券型,ZHONGJIAYOUXIANGCHUNZHAIZHAIQUAN
5992,007481,HXYXJKHH,华夏逸享健康混合,混合型,HUAXIAYIXIANGJIANKANGHUNHE
5993,007482,YYZYCZSGY,永赢智益纯债三个月,定开债券,YONGYINGZHIYICHUNZHAISANGEYUE
5994,007484,XDAYHXKJHH,信达澳银核心科技混合,混合型,XINDAAOYINHEXINKEJIHUNHE
5995,007485,BSZZ35NGKHA,博时中债3-5年国开行A,债券指数,BOSHIZHONGZHAI35NIANGUOKAIHANGA
5996,007486,BSZZ35NGKHC,博时中债3-5年国开行C,债券指数,BOSHIZHONGZHAI35NIANGUOKAIHANGC
5997,007488,WJMAZL12GYDKZA,万家民安增利12个月定开债A,定开债券,WANJIAMINANZENGLI12GEYUEDINGKAIZHAIA
5998,007489,WJMAZL12GYDKZC,万家民安增利12个月定开债C,定开债券,WANJIAMINANZENGLI12GEYUEDINGKAIZHAIC
5999,007490,NFXXCXHHA,南方信息创新混合A,混合型,NANFANGXINXICHUANGXINHUNHEA
6000,007491,NFXXCXHHC,南方信息创新混合C,混合型,NANFANGXINXICHUANGXINHUNHEC
6001,007492,SYZCXJRZ,上银政策性金融债,债券型,SHANGYINZHENGCEXINGJINRONGZHAI
6002,007493,ZQCYZXHHA,朱雀产业臻选混合A,混合型,ZHUQUECHANYEZHENXUANHUNHEA
6003,007494,ZQCYZXHHC,朱雀产业臻选混合C,混合型,ZHUQUECHANYEZHENXUANHUNHEC
6004,007495,XYZZ13NZJZC,兴业中债1-3年政金债C,债券指数,XINGYEZHONGZHAI13NIANZHENGJINZHAIC
6005,007496,NYHLFZSNDKZ,农银汇理丰泽三年定开债,定开债券,NONGYINHUILIFENGZESANNIANDINGKAIZHAI
6006,007497,ZGJZLDLHPZHH,中庚价值灵动灵活配置混合,混合型,ZHONGGENGJIAZHILINGDONGLINGHUOPEIZHIHUNHE
6007,007498,ZGJZLDLHPZHH,中庚价值灵动灵活配置混合(后端),混合型,ZHONGGENGJIAZHILINGDONGLINGHUOPEIZHIHUNHE
6008,007499,GDBDXFGLDHHC,光大保德信风格轮动混合C,混合型,GUANGDABAODEXINFENGGELUNDONGHUNHEC
6009,007500,PHZCDKZFQS,鹏华尊诚定开债发起式,定开债券,PENGHUAZUNCHENGDINGKAIZHAIFAQISHI
6010,007501,WJKC3NFBHHC,万家科创3年封闭混合C,混合型,WANJIAKECHUANG3NIANFENGBIHUNHEC
6011,007502,QHKYYHHHC,前海开源裕和混合C,混合型,QIANHAIKAIYUANYUHEHUNHEC
6012,007503,STMGRLCZA,上投摩根瑞利纯债A,债券型,SHANGTOUMOGENRUILICHUNZHAIA
6013,007504,STMGRLCZC,上投摩根瑞利纯债C,债券型,SHANGTOUMOGENRUILICHUNZHAIC
6014,007505,HXAHJJLCGPA,华夏AH经济蓝筹股票A,股票指数,HUAXIAAHJINGJILANCHOUGUPIAOA
6015,007506,HXAHJJLCGPC,华夏AH经济蓝筹股票C,股票指数,HUAXIAAHJINGJILANCHOUGUPIAOC
6016,007507,DCZZ35NGKZA,大成中债3-5年国开债A,债券指数,DACHENGZHONGZHAI35NIANGUOKAIZHAIA
6017,007508,DCZZ35NGKZC,大成中债3-5年国开债C,债券指数,DACHENGZHONGZHAI35NIANGUOKAIZHAIC
6018,007509,HSRFLHPZHHC,华商润丰灵活配置混合C,混合型,HUASHANGRUNFENGLINGHUOPEIZHIHUNHEC
6019,007510,NFTYZQA,南方泰元债券A,债券型,NANFANGTAIYUANZHAIQUANA
6020,007511,NFTYZQC,南方泰元债券C,债券型,NANFANGTAIYUANZHAIQUANC
6021,007512,GYHGSGPC,工银沪港深股票C,股票型,GONGYINHUGANGSHENGUPIAOC
6022,007513,BSFF3GYDKZ,博时富丰3个月定开债,定开债券,BOSHIFUFENG3GEYUEDINGKAIZHAI
6023,007515,PHWLDZA,鹏华稳利短债A,债券型,PENGHUAWENLIDUANZHAIA
6024,007516,RTZRSGYDKZ,融通增润三个月定开债,定开债券,RONGTONGZENGRUNSANGEYUEDINGKAIZHAI
6025,007517,BSFC3GYDKZ,博时富淳3个月定开债,定开债券,BOSHIFUCHUN3GEYUEDINGKAIZHAI
6026,007518,DFAEFYXHHA,东方阿尔法优选混合A,混合型,DONGFANGAERFAYOUXUANHUNHEA
6027,007519,DFAEFYXHHC,东方阿尔法优选混合C,混合型,DONGFANGAERFAYOUXUANHUNHEC
6028,007520,FADFLCZ,富安达富利纯债,债券型,FUANDAFULICHUNZHAI
6029,007521,NFRTYF,南方日添益F,货币型,NANFANGRITIANYIF
6030,007522,NFLCJJYXHBE,南方理财金交易型货币E,货币型,NANFANGLICAIJINJIAOYIXINGHUOBIE
6031,007523,HTFNXZZGPA,汇添富内需增长股票A,股票型,HUITIANFUNEIXUZENGZHANGGUPIAOA
6032,007524,HTFNXZZGPC,汇添富内需增长股票C,股票型,HUITIANFUNEIXUZENGZHANGGUPIAOC
6033,007525,YFDNNHXYNDKZA,易方达年年恒夏一年定开债A,定开债券,YIFANGDANIANNIANHENGXIAYINIANDINGKAIZHAIA
6034,007526,YFDNNHXYNDKZC,易方达年年恒夏一年定开债C,定开债券,YIFANGDANIANNIANHENGXIAYINIANDINGKAIZHAIC
6035,007527,RTLHDCLHHA,融通量化多策略混合A,混合型,RONGTONGLIANGHUADUOCELUEHUNHEA
6036,007528,RTLHDCLHHC,融通量化多策略混合C,混合型,RONGTONGLIANGHUADUOCELUEHUNHEC
6037,007529,JSHXZDZA,嘉实汇鑫中短债A,债券型,JIASHIHUIXINZHONGDUANZHAIA
6038,007530,JSHXZDZC,嘉实汇鑫中短债C,债券型,JIASHIHUIXINZHONGDUANZHAIC
6039,007531,HBQSETFLJC,华宝券商ETF联接C,联接基金,HUABAOQUANSHANGETFLIANJIEC
6040,007532,GTSHSGYDKZ,国泰盛合三个月定开债,定开债券,GUOTAISHENGHESANGEYUEDINGKAIZHAI
6041,007533,GLCXCZHHA,格林创新成长混合A,混合型,GELINCHUANGXINCHENGZHANGHUNHEA
6042,007534,GLCXCZHHC,格林创新成长混合C,混合型,GELINCHUANGXINCHENGZHANGHUNHEC
6043,007535,ZOYHZQ,中欧盈和债券,定开债券,ZHONGOUYINGHEZHAIQUAN
6044,007536,BSFLCZZQ,博时富乐纯债债券,债券型,BOSHIFULECHUNZHAIZHAIQUAN
6045,007537,JSCCJTYLCZ,景顺长城景泰盈利纯债,债券型,JINGSHUNCHANGCHENGJINGTAIYINGLICHUNZHAI
6046,007538,YYHS300A,永赢沪深300A,股票指数,YONGYINGHUSHEN300A
6047,007539,YYHS300C,永赢沪深300C,股票指数,YONGYINGHUSHEN300C
6048,007540,HTBXAYZQ,华泰保兴安悦债券,债券型,HUATAIBAOXINGANYUEZHAIQUAN
6049,007541,XHMSCIZGAGGJETFLJ,新华MSCI中国A股国际ETF联接,联接基金,XINHUAMSCIZHONGGUOAGUGUOJIETFLIANJIE
6050,007542,YYKTZGDJZDZA,永赢开泰中高等级中短债A,债券型,YONGYINGKAITAIZHONGGAODENGJIZHONGDUANZHAIA
6051,007543,YYKTZGDJZDZC,永赢开泰中高等级中短债C,债券型,YONGYINGKAITAIZHONGGAODENGJIZHONGDUANZHAIC
6052,007544,PHZSDQKFFQSZQ,鹏华尊晟定期开放发起式债券,定开债券,PENGHUAZUNSHENGDINGQIKAIFANGFAQISHIZHAIQUAN
6053,007545,TPHASGYDKZ,太平恒安三个月定开债,定开债券,TAIPINGHENGANSANGEYUEDINGKAIZHAI
6054,007546,RTZXCZZQ,融通增享纯债债券,债券型,RONGTONGZENGXIANGCHUNZHAIZHAIQUAN
6055,007548,YFDESGZRTZGP,易方达ESG责任投资股票,股票型,YIFANGDAESGZERENTOUZIGUPIAO
6056,007549,ZTKYJZYXHH,中泰开阳价值优选混合,混合型,ZHONGTAIKAIYANGJIAZHIYOUXUANHUNHE
6057,007550,DXWLJZHHC,东兴未来价值混合C,混合型,DONGXINGWEILAIJIAZHIHUNHEC
6058,007551,XYZLZQ,鑫元泽利债券,债券型,XINYUANZELIZHAIQUAN
6059,007552,ZXJTWYDKZC,中信建投稳裕定开债C,定开债券,ZHONGXINJIANTOUWENYUDINGKAIZHAIC
6060,007553,ZXJTYGHHC,中信建投医改混合C,混合型,ZHONGXINJIANTOUYIGAIHUNHEC
6061,007554,CTHLCZ,财通恒利纯债,债券型,CAITONGHENGLICHUNZHAI
6062,007555,ZHRMCZA,中航瑞明纯债A,债券型,ZHONGHANGRUIMINGCHUNZHAIA
6063,007556,ZHRMCZC,中航瑞明纯债C,债券型,ZHONGHANGRUIMINGCHUNZHAIC
6064,007557,ZJYXZGDJZQA,中加优选中高等级债券A,债券型,ZHONGJIAYOUXUANZHONGGAODENGJIZHAIQUANA
6065,007558,ZJYXZGDJZQC,中加优选中高等级债券C,债券型,ZHONGJIAYOUXUANZHONGGAODENGJIZHAIQUANC
6066,007559,XYFLSGYDQKFZ,鑫元富利三个月定期开放债,定开债券,XINYUANFULISANGEYUEDINGQIKAIFANGZHAI
6067,007560,ZRHXCZA,中融恒鑫纯债A,债券型,ZHONGRONGHENGXINCHUNZHAIA
6068,007561,ZRHXCZC,中融恒鑫纯债C,债券型,ZHONGRONGHENGXINCHUNZHAIC
6069,007562,JSCCJTCLZQ,景顺长城景泰纯利债券,债券型,JINGSHUNCHANGCHENGJINGTAICHUNLIZHAIQUAN
6070,007563,XYHYDKZ,兴银汇逸定开债,定开债券,XINGYINHUIYIDINGKAIZHAI
6071,007564,PYCMZQA,鹏扬淳明债券A,债券型,PENGYANGCHUNMINGZHAIQUANA
6072,007565,PYCMZQC,鹏扬淳明债券C,债券型,PENGYANGCHUNMINGZHAIQUANC
6073,007566,ZYNXZQ,中银宁享债券,债券型,ZHONGYINNINGXIANGZHAIQUAN
6074,007567,NFHX39GYA,南方恒新39个月A,定开债券,NANFANGHENGXIN39GEYUEA
6075,007568,NFHX39GYC,南方恒新39个月C,定开债券,NANFANGHENGXIN39GEYUEC
6076,007569,NFAFHHC,南方安福混合C,混合型,NANFANGANFUHUNHEC
6077,007570,FZFBHLJXHHC,方正富邦红利精选混合C,混合型,FANGZHENGFUBANGHONGLIJINGXUANHUNHEC
6078,007571,NFSZ380ETFLJC,南方上证380ETF联接C,联接基金,NANFANGSHANGZHENG380ETFLIANJIEC
6079,007572,ZJMFCZ,中加民丰纯债,债券型,ZHONGJIAMINFENGCHUNZHAI
6080,007573,NYHLFYSNDKZ,农银汇理丰盈三年定开债,定开债券,NONGYINHUILIFENGYINGSANNIANDINGKAIZHAI
6081,007574,BYXJZHHC,宝盈新价值混合C,混合型,BAOYINGXINJIAZHIHUNHEC
6082,007575,BYXTHHC,宝盈祥泰混合C,混合型,BAOYINGXIANGTAIHUNHEC
6083,007576,HXDQSGYDKZQ,华夏鼎琪三个月定开债券,定开债券,HUAXIADINGQISANGEYUEDINGKAIZHAIQUAN
6084,007577,BYXRHHC,宝盈祥瑞混合C,混合型,BAOYINGXIANGRUIHUNHEC
6085,007578,BYXRHHC,宝盈新锐混合C,混合型,BAOYINGXINRUIHUNHEC
6086,007579,BYXJZZHHC,宝盈先进制造混合C,混合型,BAOYINGXIANJINZHIZAOHUNHEC
6087,007580,BYZZ100ZSZQC,宝盈中证100指数增强C,股票指数,BAOYINGZHONGZHENG100ZHISHUZENGQIANGC
6088,007581,BYHLSYLHPZHHC,宝盈鸿利收益灵活配置混合C,混合型,BAOYINGHONGLISHOUYILINGHUOPEIZHIHUNHEC
6089,007582,ZTQYZDZA,中泰青月中短债A,债券型,ZHONGTAIQINGYUEZHONGDUANZHAIA
6090,007583,ZTQYZDZC,中泰青月中短债C,债券型,ZHONGTAIQINGYUEZHONGDUANZHAIC
6091,007584,PHFXZQ,鹏华丰鑫债券,债券型,PENGHUAFENGXINZHAIQUAN
6092,007585,GYRH3GYDKZ,工银瑞弘3个月定开债,定开债券,GONGYINRUIHONG3GEYUEDINGKAIZHAI
6093,007586,HTBXDCL,华泰保兴多策略,股票型,HUATAIBAOXINGDUOCELUE
6094,007587,ZSFYCZZQA,浙商丰裕纯债债券A,债券型,ZHESHANGFENGYUCHUNZHAIZHAIQUANA
6095,007588,ZSFYCZZQC,浙商丰裕纯债债券C,债券型,ZHESHANGFENGYUCHUNZHAIZHAIQUANC
6096,007589,JSZY42GYDQZQ,嘉实致元42个月定期债券,定开债券,JIASHIZHIYUAN42GEYUEDINGQIZHAIQUAN
6097,007590,HBLSLXGP,华宝绿色领先股票,股票型,HUABAOLVSELINGXIANGUPIAO
6098,007591,HXHY18GYDKZQ,华夏恒益18个月定开债券,定开债券,HUAXIAHENGYI18GEYUEDINGKAIZHAIQUAN
6099,007592,HXJZJXHH,华夏价值精选混合,混合型,HUAXIAJIAZHIJINGXUANHUNHE
6100,007593,PYZZ500ZLCZZSA,鹏扬中证500质量成长指数A,股票指数,PENGYANGZHONGZHENG500ZHILIANGCHENGZHANGZHISHUA
6101,007594,PYZZ500ZLCZZSC,鹏扬中证500质量成长指数C,股票指数,PENGYANGZHONGZHENG500ZHILIANGCHENGZHANGZHISHUC
6102,007595,ZSTZCZA,招商添泽纯债A,债券型,ZHAOSHANGTIANZECHUNZHAIA
6103,007596,ZSTZCZC,招商添泽纯债C,债券型,ZHAOSHANGTIANZECHUNZHAIC
6104,007598,GFMYCZ,广发民玉纯债,债券型,GUANGFAMINYUCHUNZHAI
6105,007600,TKRY63GYDKZQ,泰康润颐63个月定开债券,定开债券,TAIKANGRUNYI63GEYUEDINGKAIZHAIQUAN
6106,007601,RBLJCZA,人保利璟纯债A,债券型,RENBAOLIJINGCHUNZHAIA
6107,007602,RBLJCZC,人保利璟纯债C,债券型,RENBAOLIJINGCHUNZHAIC
6108,007603,JSCCZDZA,景顺长城中短债A,债券型,JINGSHUNCHANGCHENGZHONGDUANZHAIA
6109,007604,JSCCZDZC,景顺长城中短债C,债券型,JINGSHUNCHANGCHENGZHONGDUANZHAIC
6110,007605,JSHS300HLDBDETFLJA,嘉实沪深300红利低波动ETF联接A,联接基金,JIASHIHUSHEN300HONGLIDIBODONGETFLIANJIEA
6111,007606,JSHS300HLDBDETFLJC,嘉实沪深300红利低波动ETF联接C,联接基金,JIASHIHUSHEN300HONGLIDIBODONGETFLIANJIEC
6112,007607,RBTL9GYDKA,人保添利9个月定开A,定开债券,RENBAOTIANLI9GEYUEDINGKAIA
6113,007608,RBTL9GYDKC,人保添利9个月定开C,定开债券,RENBAOTIANLI9GEYUEDINGKAIC
6114,007609,HAJCZQA,汇安嘉诚债券A,债券型,HUIANJIACHENGZHAIQUANA
6115,007610,HAJCZQC,汇安嘉诚债券C,债券型,HUIANJIACHENGZHAIQUANC
6116,007611,HAYHCZZQA,汇安裕和纯债债券A,债券型,HUIANYUHECHUNZHAIZHAIQUANA
6117,007612,HAYHCZZQC,汇安裕和纯债债券C,债券型,HUIANYUHECHUNZHAIZHAIQUANC
6118,007613,JHYLJKHH,嘉合医疗健康混合,混合型,JIAHEYILIAOJIANKANGHUNHE
6119,007614,DBMYJQLHJRGPA,德邦民裕进取量化精锐股票A,股票型,DEBANGMINYUJINQULIANGHUAJINGRUIGUPIAOA
6120,007615,DBMYJQLHJRGPC,德邦民裕进取量化精锐股票C,股票型,DEBANGMINYUJINQULIANGHUAJINGRUIGUPIAOC
6121,007616,FGTZJXYZZQXA,富国投资级信用债债券型A,债券型,FUGUOTOUZIJIXINYONGZHAIZHAIQUANXINGA
6122,007617,FGTZJXYZZQXC,富国投资级信用债债券型C,债券型,FUGUOTOUZIJIXINYONGZHAIZHAIQUANXINGC
6123,007618,FGTZJXYZZQXD,富国投资级信用债债券型D,债券型,FUGUOTOUZIJIXINYONGZHAIZHAIQUANXINGD
6124,007619,ZORY63GYDKZ,中欧润逸63个月定开债,定开债券,ZHONGOURUNYI63GEYUEDINGKAIZHAI
6125,007622,ZOGLYNGDCYZQA,中欧滚利一年滚动持有债券A,债券型,ZHONGOUGUNLIYINIANGUNDONGCHIYOUZHAIQUANA
6126,007623,ZOGLYNGDCYZQC,中欧滚利一年滚动持有债券C,债券型,ZHONGOUGUNLIYINIANGUNDONGCHIYOUZHAIQUANC
6127,007624,HANNFDKZA,华安年年丰定开债A,定开债券,HUAANNIANNIANFENGDINGKAIZHAIA
6128,007625,HANNFDKZC,华安年年丰定开债C,定开债券,HUAANNIANNIANFENGDINGKAIZHAIC
6129,007628,NFQQZQQDIIRMBA,南方全球债券(QDII)人民币A,QDII,NANFANGQUANQIUZHAIQUANQDIIRENMINBIA
6130,007629,NFQQZQQDIIRMBC,南方全球债券(QDII)人民币C,QDII,NANFANGQUANQIUZHAIQUANQDIIRENMINBIC
6131,007630,NFQQZQQDIIMYXHA,南方全球债券(QDII)美元现汇A,QDII,NANFANGQUANQIUZHAIQUANQDIIMEIYUANXIANHUIA
6132,007631,NFQQZQQDIIMYXHC,南方全球债券(QDII)美元现汇C,QDII,NANFANGQUANQIUZHAIQUANQDIIMEIYUANXIANHUIC
